url,url_length,domain_length,path_length,query_length,param_count,has_equal,has_ampersand,query_ratio,dots,hyphens,underscores,letters_ratio,special_ratio,digit_ratio,https,has_at,has_ip,has_double_slash,repeated_hyphen,repeated_special,has_html,hostname_length,path_segments,complex_path,subdomain,domain,tld,registered_domain,subdomain_count,many_subdomains,suspicious_words,has_suspicious_word,spoofed_brand,deep_subdomain,very_deep_subdomain,php_page,long_path,path_depth,url_encoded,entropy,redirect_masking,has_at_misuse,has_ssl,ssl_issuer_known,domain_age_days,new_domain,dns_exists,dns_ip_count,http_status,title_suspicious,form_count,has_password_field,external_link_ratio,label
https://www.southbankmosaics.com,32,24,0,0,0,0,0,0.0,2,0,0,0.8181818181818182,0.15151515151515152,0.0,1,0,0,0,0,1,0,24,0,0,www,southbankmosaics,com,southbankmosaics.com,1,0,1,1,0,0,0,0,0,0,0,3.9292292966721747,0,0,0,0,-1,1,1,1,200,0,1,0,0.046296296296296294,1
https://www.uni-mainz.de,24,16,0,0,0,0,0,0.0,2,1,0,0.72,0.24,0.0,1,0,0,0,0,1,0,16,0,0,www,uni-mainz,de,uni-mainz.de,1,0,0,0,0,0,0,0,0,0,0,3.9701755214643453,0,0,0,0,-1,1,1,1,200,0,0,0,1.0,1
https://www.voicefmradio.co.uk,30,22,0,0,0,0,0,0.0,3,0,0,0.7741935483870968,0.1935483870967742,0.0,1,0,0,0,0,1,0,22,0,0,www,voicefmradio,co.uk,voicefmradio.co.uk,1,0,0,0,0,0,0,0,0,0,0,4.164735178725505,0,0,0,0,-1,1,1,4,200,0,0,0,0.9504950495049505,1
https://www.sfnmjournal.com,27,19,0,0,0,0,0,0.0,2,0,0,0.7857142857142857,0.17857142857142858,0.0,1,0,0,0,0,1,0,19,0,0,www,sfnmjournal,com,sfnmjournal.com,1,0,0,0,0,0,0,0,0,0,0,4.060262039120377,0,0,0,0,-1,1,1,2,403,0,0,0,0.0,1
https://www.rewildingargentina.org,34,26,0,0,0,0,0,0.0,2,0,0,0.8285714285714286,0.14285714285714285,0.0,1,0,0,0,0,1,0,26,0,0,www,rewildingargentina,org,rewildingargentina.org,1,0,0,0,0,0,0,0,0,0,0,3.917626443873359,0,0,0,0,-1,1,1,2,0,0,0,0,0.0,1
https://www.globalreporting.org,31,23,0,0,0,0,0,0.0,2,0,0,0.8125,0.15625,0.0,1,0,0,0,0,1,0,23,0,0,www,globalreporting,org,globalreporting.org,1,0,0,0,0,0,0,0,0,0,0,3.9292144551992183,0,0,0,0,-1,1,1,2,200,0,1,0,0.9805825242718447,1
https://www.saffronart.com,26,18,0,0,0,0,0,0.0,2,0,0,0.7777777777777778,0.18518518518518517,0.0,1,0,0,0,0,1,0,18,0,0,www,saffronart,com,saffronart.com,1,0,0,0,0,0,0,0,0,0,0,3.796217602590056,0,0,0,0,-1,1,1,3,200,0,1,0,0.9830508474576272,1
https://www.nerdscandy.com,26,18,0,0,0,0,0,0.0,2,0,0,0.7777777777777778,0.18518518518518517,0.0,1,0,0,0,0,1,0,18,0,0,www,nerdscandy,com,nerdscandy.com,1,0,0,0,0,0,0,0,0,0,0,3.9790978911348045,0,0,0,0,-1,1,1,2,403,0,0,0,0.0,1
https://www.hyderabadonline.in,30,22,0,0,0,0,0,0.0,2,0,0,0.8064516129032258,0.16129032258064516,0.0,1,0,0,0,0,1,0,22,0,0,www,hyderabadonline,in,hyderabadonline.in,1,0,0,0,0,0,0,0,0,0,0,4.056564762130954,0,0,0,0,-1,1,1,2,403,0,0,0,1.0,1
https://www.aap.org,19,11,0,0,0,0,0,0.0,2,0,0,0.7,0.25,0.0,1,0,0,0,0,1,0,11,0,0,www,aap,org,aap.org,1,0,0,0,0,0,0,0,0,0,0,3.471354487013929,0,0,0,0,-1,1,1,2,200,0,0,0,0.9800796812749004,1
